ID	RT	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
66	1,1953	79,0197	1,0528	0,915	1,15315	0,8678	0,8862	0,9046	1,0092	0,98315	0,44635	0,99355	0	0	0,63635	0,94265	0,93525	0,94715	0,8403	1,0903	0,89055	0,965	1,06585	1,05985	1,02485	0,6535	0,8192	0,9059	0	0,92755	1,09055	1,0219	0,9869	0	0,96325	0,92205	0,9738	0,9236	0,9839	0,85225	0,9521	0,87725	0,8904	0,6135	0,85605	0,99485	0,9808
67	3,0089	79,9587	0	0	0,41055	0	0	0	0	0	0	0,48575	0	0	0,535	0	0,41305	0,4928	1,2521	0,47765	0	0,44455	0,4221	0,448	0	0	0	0,43895	0	0	0,49945	0	0	0	0,46625	0,4565	0,5245	0	0	0	0	0	0	0	0	0	0
68	1,9798	79,9587	0,3624	1,28155	0	0,69765	0,72205	0,6253	0,37605	0,3603	0,394	0	0	0,34885	0	0,3904	0	0	0	0	0	0,68895	0,65275	0	0,4541	0	0,2945	0	0	0	0	0,6562	0,33405	0	0	0	0,7755	0,7507	0,29865	0,5504	0,7015	0,8196	0,46975	0,28155	0,32705	0	0,38355
69	1,0511	80,9657	1,47305	1,05355	2,3958	1,48525	1,60815	0	2,1822	2,3767	4,4546	1,8619	0	1,43585	0	2,73655	3,1002	2,25605	0	3,3814	0,60995	1,25695	0,7882	3,16905	8,00935	5,3978	1,4705	1,9221	0	3,08665	4,8109	2,68665	1,4331	0,9769	2,87265	1,69695	1,6261	0	2,22985	1,53005	1,4523	2,6835	7,6475	1,47625	2,8648	2,25885	4,4715
70	2,4119	80,9658	6,55825	4,8492	4,85365	5,6422	5,2045	4,90185	6,2465	5,0013	7,02985	2,08065	0	5,0188	2,04515	4,6109	1,8979	1,70945	0	3,0059	5,2832	2,1247	2,2586	6,1728	6,98105	1,3585	5,48495	5,1986	0	4,2109	1,6737	3,89365	6,2131	0	6,0672	2,4551	4,96955	5,1845	6,73605	4,2973	5,69075	6,3686	5,56965	4,9899	3,99445	2,07925	3,8222
71	2,5141	80,9665	0	0	2,62895	0	0	0	0	0	0	2,7589	0	0	3,3397	0	2,4304	3,1206	9,1536	2,4871	0	3,35855	3,16365	3,2784	0	0	0	3,05015	0	0	2,35985	0	0	0	3,67135	1,96615	2,8729	0	0	0	0	0	0	0	0	3,0819	0
72	3,1519	81,0349	0	0	0,9459	0	0	0	0	0	0	0,97105	2,32835	0	0,8481	0	0,9593	1,22905	0	0,775	0,8809	1,3628	0,7334	1,0245	0	0	0	0,7055	2,2345	0	1,0028	0	0	4,1728	1,28025	0,9391	0,9304	0	0	0	0	0	0	0	0	0,8853	0
73	2,9994	81,0351	1,913	0,59105	0,7008	1,41465	0,6051	0,8852	1,93265	1,6435	1,55515	0,75305	1,31295	1,50755	0	1,5818	0,72205	0,83675	0	0,7765	0,8811	0,661	0,73885	0,75965	1,94275	0,7071	1,83015	0,6534	1,6618	1,76925	0,8014	1,52635	1,9979	0	0,7251	0,6271	0,6576	0	1,9698	1,41055	1,68565	1,6769	0,88305	1,44445	1,61095	0,6425	1,37695
74	1,5007	81,0358	0,7986	0,42355	0,56285	0,26385	0,32695	0,37675	0,3044	0,7674	0,69805	0,5961	0,5644	0	0,65265	0	0,56195	0,18755	0	0,64065	0,49815	0	0,46245	0,34025	0,4462	0,35515	0	0,36195	0,96395	0,39365	0,4266	0,4365	0,74285	1,7772	1,15745	0,53295	0,98095	0,348	0,31685	0,5836	0	0	0	0,62535	0,6486	0	0
75	3,5181	83,014	1,73395	1,32405	0,5154	2,54545	0,90085	2,3363	1,7592	0,4453	0	0	0,67125	2,0388	0,62845	0,55375	0,7106	0,30515	0	0,40105	0,74265	0	0	0	0	0	2,29205	0	0	2,7122	0	1,76625	0,70815	0	0,66275	0	0,53805	1,93605	1,49685	1,48415	1,95475	0,51915	0	0	2,64075	1,12495	0
76	1,1667	83,0144	1,02145	1,2245	1,25725	1,17625	1,02325	1,15445	1,10795	1,11895	1,02925	0,91665	2,19115	1,2323	1,49845	1,25815	1,07135	1,0628	0	1,12475	1,0939	1,38165	1,2762	1,19505	0,99735	0,6945	0,9564	1,4027	3,03535	1,15065	1,17355	1,13345	1,1221	2,4157	1,1741	1,12645	1,3775	1,03735	1,03745	1,17075	1,1736	0,96495	1,17625	1,2332	1,3072	1,1484	1,55305
77	3,684	83,0148	0	0	0,73215	0	0	0	0	0	0	1,14435	0,9125	0	1,1645	0	1,1117	0,66435	0	0,8808	1,28745	0,8954	0,9951	0,8171	0	0	0	0,9767	0,60555	1,6822	0,949	0	0	3,3931	1,11035	1,10575	0,89685	0	0	0	0	0	0	1,09315	0	1,5563	0
78	1,8637	83,0504	0	0	0	1,5377	4,7246	0	0	0,33875	0,664	0	0	1,8223	4,4907	0,12335	0	0	0	0,6845	0,38695	4,57405	0,1634	0	0,3405	0	0,4193	0,26615	6,9996	0,31255	0	0,37255	0,3296	3,0336	0	0	4,83665	0	0	0,92405	4,7073	0,4069	0	0,52515	0	0	0,3482
79	2,9958	84,0211	2,3715	1,5539	0,82215	1,57535	0,86135	0,74585	1,89785	1,77995	1,68155	0,75715	1,6344	1,74655	0	1,88075	0,6992	0,7596	0	0,7875	1,52545	0	0,76235	0,76465	2,0987	0,8071	2,1404	0,768	1,9945	2,07045	0,76895	1,6653	2,0097	0	0,79415	0,7607	0	0,65435	2,1317	0,91515	1,7517	2,2089	1,7045	1,8568	1,6369	0,8074	0,9097
80	3,1517	84,0222	0	0	1,1355	0	0	0	0	0	0	1,3126	2,39105	0	1,00815	0	1,16365	1,10545	0	0,97195	0,84675	0,9248	0,8488	1,16075	0	0	0	0,85585	2,5015	0	1,0246	0	0	4,5554	1,15985	0,90505	1,11785	0	0	0	0	0	0	0	0	0,9926	0
81	1,8608	85,029	0	0	0	0	0,35145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,82405	0	0	0	0	0	0	1,21945	0	0	0	0	0	0	0	0,476	0	0	0	0,41655	0	0	0	0	0	0
82	3,8334	85,0292	0	0	0	0,6485	0,4139	0,5165	0,35585	0,3464	0	0	0	0	0	0	0	0	0	0	0	0	0,30265	0	0	0,18725	0	0	0	0	0	0,5884	0,33515	0	0	0	0	0,47	0,27185	0	0	0	0	0,57695	0,53675	0	0
83	1,2653	85,0293	33,12485	39,7191	29,58475	33,91685	28,7977	37,1303	29,4308	32,9654	38,29945	30,91605	19,2775	37,41005	31,93065	32,98165	34,88965	29,17545	51,6634	31,7792	34,098	32,39425	41,15675	29,13475	32,6585	25,5217	32,1216	36,25375	20,78845	39,32485	33,28985	32,99285	31,8296	23,8948	28,6121	32,86545	31,59235	41,1056	31,60345	32,01935	39,2286	31,8655	34,53485	35,2244	39,66095	39,0143	31,8141
84	1,9792	85,0294	2,2606	5,17605	1,34755	3,5742	1,6135	3,3045	1,90185	2,31085	3,97405	3,25445	3,6457	5,0088	1,7706	0,57105	0,4428	1,5023	0	1,5816	2,101	1,5496	5,1727	2,2367	1,98405	1,64685	1,85175	3,54975	3,21205	2,9523	0	0,79575	2,11305	3,1049	1,40145	3,97925	3,0109	5,36015	1,13625	3,0856	1,80145	2,00005	3,1113	5,8491	3,1192	0,41865	1,77
85	1,0693	85,0294	1,46695	4,51715	5,05255	2,62145	0,94125	4,0015	3,59725	3,27235	1,93865	2,8762	30,58605	1,9812	0,8863	0,9358	3,1215	3,23745	0	3,26915	3,50935	3,672	2,0908	1,6041	3,5186	0,7932	4,5951	3,1338	42,60785	1,5369	3,89915	1,7943	3,5439	48,8489	3,99235	3,9131	4,07695	4,0204	6,7145	1,94025	1,36205	1,61035	1,97235	2,70325	2,79365	2,3816	1,87615
86	4,157	85,0294	3,6198	8,67165	2,0955	10,91615	7,16315	11,56	6,1676	7,07515	4,2163	3,3946	2,7376	8,57075	6,0597	3,32835	4,1016	2,1499	0	2,20455	4,0021	3,2433	4,49485	2,44245	7,2614	5,68365	8,3515	3,7377	6,01485	4,6194	3,1204	9,4708	6,4842	0	2,4503	3,87235	3,32455	10,83405	5,50345	9,55165	9,2406	6,0444	7,0473	3,98465	10,3423	4,7854	2,8887
87	1,5203	85,0295	7,26655	16,2343	15,4361	5,7078	9,99315	9,6386	10,4104	19,6747	15,6752	9,83105	2,6585	10,89155	12,6218	23,3831	10,87685	13,49115	0	15,53055	9,90715	8,86215	14,21765	14,8236	21,0747	9,52355	8,3684	10,40655	0	12,22445	26,76595	10,6966	8,2988	1,6408	16,41385	11,372	7,91975	11,7064	13,50865	12,44005	14,45965	15,669	9,5802	14,61255	6,18885	15,5348	15,39665
89	4,2778	85,0297	4,537	0	2,58935	0	0	0	0	0	4,70125	4,4595	3,6771	0	8,63675	4,0947	5,33	2,911	0	2,59885	5,0813	3,91285	9,8592	3,21965	0	3,71185	0	4,8459	7,25985	6,0113	3,7839	0	0	10,1341	2,6381	5,0332	4,02865	0	0	0	0	0	0	5,69005	4,6709	6,29595	4,02605
90	3,9514	85,0312	0	0	0,25655	0	0	0	0	0	0	0,31345	0,27065	0	0,48875	0	0,6572	0	0	0,20555	0	0,48945	0,54795	0	0	0	0	0,4106	0,3859	0	0,37015	0	0	1,1299	0,4302	0,42655	0,4257	0	0	0	0	0	0	0	0	0,69855	0
91	4,2752	85,0657	12,69215	19,87915	10,951	25,4511	17,3666	20,97505	27,8698	23,4006	11,43	10,3488	14,031	28,1131	8,3395	11,39605	11,4189	11,37845	0	10,72485	11,50455	6,95635	10,21605	11,2725	24,36075	16,22535	29,8566	9,83585	9,53595	14,59355	12,19155	23,9757	28,18245	0	12,06935	11,8011	8,51525	21,1954	28,44685	19,82225	24,0706	27,4364	21,62795	11,20985	28,6477	13,02155	9,81435
92	4,3717	85,0658	15,6671	10,34005	13,69285	14,63305	10,1222	12,28165	15,68815	12,9194	13,4686	15,5407	20,0872	14,62895	12,62705	13,1365	15,0543	16,4702	0	13,84145	16,9349	10,4455	21,97835	15,5781	12,2555	16,35985	17,50835	12,709	12,2101	18,30135	15,74585	0	15,5945	35,608	14,44665	15,89855	10,186	11,38735	15,32435	0	13,272	0	11,92075	15,4707	28,89	15,6215	13,9328
93	5,3165	85,0658	2,0204	1,68595	1,6345	2,79245	5,4336	3,0843	1,64435	1,5165	2,4093	1,77465	1,31105	2,63485	7,39855	0,5592	0,46885	0,57475	0	2,5392	1,8708	4,8058	2,05985	1,5999	1,02635	2,85415	2,1232	2,77025	4,59625	2,46015	0	0,35845	1,0893	6,7341	2,36015	1,8564	4,15375	2,0733	1,31945	2,6563	6,9356	1,39095	2,02305	3,1501	5,027	1,9656	0,7594
94	5,714	85,0659	3,1918	0,53155	1,4482	0,6796	0	1,2869	1,70005	0,5709	1,22025	1,47245	0,6548	1,32675	0,63645	0,61905	0,96395	2,0866	0	1,6254	0,64505	0,49515	1,49715	1,7302	0,4677	0,6503	1,65215	0,97125	0	1,8139	0,9669	0,72895	2,2743	2,7859	1,6069	0,6818	0,66535	0,66915	1,34305	1,14165	0,6052	0,6299	0,6964	0,6375	1,95865	1,99255	0,7032
95	5,4069	85,0661	0	0	0,9217	0	0	0	0	0	0	0,93465	0,68435	0	3,86695	0	0,4748	0,60155	0	1,27665	0	2,8953	0,96085	0,95155	0	0	0	1,5643	2,92845	0	0,3564	0	0	6,1689	1,28425	1,17285	2,1267	0	0	0	0	0	0	0	0	1,2297	0
96	4,1096	85,0661	0,45205	0,2729	0	0,2908	0	0,61445	0,2096	0	0	0	0	0,5545	0	0	0,2248	0	0	0,05065	0	0	0	0	0	0	0,3656	0	0	0,40865	0	0,4738	0	0	0	0	0	0	0	0,0623	0	0,16485	0	0	0,39505	0,32675	0
97	1,0767	86,0322	0,1672	0	0,5789	0	0	0	0	0	0	0	1,48865	0	0	0	0	0	0	0,07525	0	0	0	0	0,1533	0	0	0	2,27505	0	0,3105	0	0	2,4054	0	0,5598	0	0	0	0	0	0	0	0	0	0,24885	0
98	1,5352	86,0323	0	0,52855	0,838	0,11595	0,32925	0,2822	0,252	0,778	0,44885	0,10865	0,00065	0,2276	0,46755	1,3633	0	0	0	0,34895	0,21025	0	0	0,70805	0,56575	0,28565	0	0,3283	0	0	0,7681	0,62005	0	0,1901	0,62495	0	0	0,7659	0,3124	0,38895	0,31835	0,4557	0	0,50085	0,3212	0,2742	0,58375
99	1,2614	86,0328	1,7706	2,07025	1,40615	1,71545	1,3557	1,71385	1,35595	1,68525	1,7757	1,5065	1,01855	2,19145	1,7823	1,54805	1,57595	1,3758	2,2039	1,44335	1,7584	2,028	2,2258	1,18265	1,64415	0,5784	1,6681	1,7736	0,57855	1,9622	1,84985	1,6291	1,53125	0	1,2867	1,53615	1,58645	2,1238	1,4694	1,57995	1,99925	1,63765	1,89985	1,7747	1,8754	1,878	1,6148
100	3,6672	86,067	0	0	0,32225	0	0	0	0	0	0	0,27855	0,3865	0	0,3864	0	0,3413	0,32925	0	0,43515	0	0	0,33425	0,36535	0	0	0	0,24255	0,5269	0	0	0	0	0,9464	0,31365	0,4028	0	0	0	0	0	0	0	0	0	0,294	0
101	4,2691	86,0691	0,76535	1,1392	0,67255	1,6017	1,0044	1,2487	1,58975	1,3314	0,7465	0,5917	0,80985	1,5369	0,44555	0,6915	0,8026	0,68405	0	0,5554	0,8042	0,40715	0,6572	0,5452	1,59325	0,5971	1,62715	0,5645	0,5628	0,8772	0,81505	1,4704	1,6904	0	0,77625	0,74275	0,52205	1,3334	1,68215	1,23615	1,35715	1,65165	1,3296	0,64785	0,92835	0,6421	0,619
102	4,3724	86,0693	0,9848	0,54445	0,7511	0	0	0,669	0,77515	0,66435	0,838	0,8965	1,3098	0,7959	0,60675	0,8995	0,9682	1,01695	0	0,8007	0,9558	0,6653	0,80485	0,94935	0,93045	0,5915	1,01315	0,7596	0,73605	1,1425	0,983	0	1,0409	1,9397	0,7885	1,098	0,5563	0,65795	0,89265	0	0,7477	0	0,75645	0,9269	1,78495	0,96105	0,69
103	1,0831	87,0082	111,1823	105,548	107,4438	108,75165	98,0496	99,77465	104,1959	103,3099	114,40695	101,6392	110,8597	115,6072	108,78865	101,07905	103,9009	104,4549	38,1581	111,31105	104,6186	108,45595	115,16375	103,1616	108,54265	95,70195	100,4048	111,33915	105,38295	114,5467	105,58065	96,94565	109,36685	126,3596	111,92185	112,40135	116,91225	111,8134	113,0956	102,9695	113,8163	104,0754	104,0026	100,1137	112,8007	111,67195	96,0073
104	1,2475	87,0085	11,58155	14,0831	14,16515	10,30695	10,30155	10,43285	11,6146	12,7553	13,79415	11,97265	13,8255	11,4873	10,8173	13,56015	11,543	13,5221	17,2423	14,8725	12,40125	12,58095	15,15945	12,17425	15,6414	12,3135	11,3951	12,7782	14,7634	12,53205	16,2208	9,90785	11,18895	17,5698	14,0013	13,92305	13,93835	14,1752	11,38915	11,2019	14,33665	10,35535	11,0671	12,4344	10,8805	14,35515	11,33925
105	3,5035	87,0086	3,4525	3,73415	1,4215	3,6361	3,39	3,40895	3,2854	3,7709	3,4235	1,35255	0	3,63	1,26425	3,66025	1,6789	1,3856	0	1,709	1,574	1,49185	3,47645	1,33465	3,20075	3,51175	3,04875	1,5315	0	3,64745	1,74555	3,50605	3,95035	0	1,70025	1,76275	1,743	3,42455	3,53695	3,74545	4,0907	3,1643	3,42115	3,7	4,1229	1,53475	3,4529
106	1,5263	87,0086	13,9345	24,968	24,00795	13,3493	15,9978	16,6127	17,7658	29,29	23,97335	16,6848	22,0215	19,60225	23,2667	34,5682	20,45635	22,72485	0	23,06045	17,7183	16,4179	23,4069	21,72955	30,17025	16,52355	15,1596	18,5811	13,9755	19,00525	40,2215	19,11585	16,1527	24,7673	23,66745	20,25895	15,17035	20,9592	21,74855	20,2731	24,3552	21,8838	18,2423	25,2427	12,24825	25,1337	23,4389
107	3,6789	87,0086	23,6455	22,5889	11,84495	23,36595	22,5014	22,0549	23,48295	22,35425	23,906	10,481	0,8591	23,76325	9,9365	23,8504	11,0483	11,02185	2,8853	12,0275	21,63635	10,52045	13,68365	10,5156	22,67235	15,964	22,2214	12,07695	1,1978	24,97845	12,57395	22,66125	23,78675	0	12,118	11,50655	12,66815	24,27875	24,9283	22,1651	25,4737	23,3066	23,64945	22,9432	23,22025	11,73305	21,6572
108	4,3128	87,0086	14,8443	13,29185	5,7664	14,2933	13,4	13,1726	14,044	13,60635	14,183	4,82395	3,1713	14,32805	5,40305	13,87235	6,1072	5,86815	0	6,9252	13,7758	5,3702	6,5517	5,6566	13,5812	8,9405	13,64255	5,8401	3,03205	13,94715	6,0975	13,0626	14,4576	0	6,20305	6,42435	6,64625	14,07235	14,4291	13,82925	14,53635	14,2597	14,58955	13,5593	14,35565	6,63005	13,13935
109	2,0444	87,0087	2,7592	2,4129	1,8379	2,29855	3,1195	2,27145	2,99065	2,8116	2,3318	1,0172	1,18555	2,56255	3,6052	2,0067	2,1523	2,43505	0	0,9407	3,117	1,4615	1,17615	2,42695	2,8615	1,64045	2,169	0,91155	3,8352	2,31875	2,1346	2,04195	2,65375	0	1,2735	0,83065	1,06605	2,6236	2,8466	2,56915	2,79695	2,86135	2,33105	2,2448	2,64765	1,08095	1,92575
110	4,7335	87,0089	1,74845	1,46995	0,82155	1,56055	1,38095	1,375	1,43335	1,5259	1,56395	0,5776	0	1,5897	0,72125	1,889	0,74695	0,6958	0	0,68415	0,63815	0,5905	0,64875	0,7138	1,5243	0,9797	1,6664	0,6551	0	1,4605	0,78815	1,3007	1,6671	0	0,82415	0,52995	0,74075	1,7007	1,3382	1,33985	1,6257	1,325	1,6549	1,56445	1,5023	0,72905	1,3579
111	3,8288	87,009	0	0	13,85865	0	0	0	0	0	0	12,8137	0,9671	0	14,1457	0	13,7517	13,21885	25,8551	13,31825	12,0028	13,09495	13,6934	13,5884	0	0	0	13,9879	1,49475	0	12,36585	0	0	2,0143	12,66695	14,8461	14,05	0	0	0	0	0	0	0	0	13,0788	0
112	2,1139	87,009	0	0	1,01525	0	0	0	0	0	0	1,59285	1,60785	0	2,2689	0	1,04575	1,3731	0	1,4145	0	1,67425	1,5414	1,03195	0	0	0	1,4127	1,972	0	1,39665	0	0	2,8349	1,24595	1,31935	1,4223	0	0	0	0	0	0	0	0	1,6524	0
113	4,8438	87,0091	0	0	0,9464	0	0	0	0	0	0	0,82445	0,24005	0	1,1689	0	0,83725	0,92425	1,4251	0,71925	0,89905	1,08645	0,81485	0,93005	0	0	0	0,94015	0	0	0,8378	0	0	0	0,91355	0,94355	0,8014	0	0	0	0	0	0	0	0	1,00085	0
114	4,44	87,0091	0	0	7,92365	0	0	0	0	0	0	8,2165	4,9313	0	7,9661	0	8,08795	8,2271	15,1414	8,27525	7,9333	8,0736	8,12235	8,4563	0	0	0	8,93585	3,89165	0	8,09925	0	0	9,0234	7,8189	7,97515	8,5409	0	0	0	0	0	0	0	0	7,99275	0
115	1,2716	87,0436	0	0	0	0	0	0,1156	0,13095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,2435	0	0	0,95755	0	0,01575	0	0	0	0,08545	0,19475	0	0,04505	0	0	0	0	0	0	0	0	0
116	1,418	87,0448	0,3692	1,429	1,2495	0,8781	1,07715	0,46515	0,2727	1,08	1,1554	0,6689	1,4928	1,4589	0	0,89685	0	1,10105	0	1,48355	0,5827	0,80495	1,6299	0,7063	0,61565	0	0,59615	0,51885	1,294	0	0,20625	0,3939	0,439	1,6815	0,5253	0,89135	1,0265	1,17755	0,90765	0	0,95175	0,70485	0,911	0,98475	0,20205	0,19315	0,8142
117	2,1037	87,0451	0	0	0,65085	0	0	0	0	0	0	0,68625	0	0	0,3913	0	1,22815	0,8194	0	0,7321	0	0	0	0,6819	0	0	0	0,7912	0,5655	0	0,70125	0	0	0	0,6668	0,6347	0	0	0	0	0	0	0	0	0	0	0
118	2,0477	87,0456	0,68485	0,54285	0	0,4212	0,4658	0,3131	1,0404	0,5459	0,61485	0,6367	0	0,3925	0,38045	1,6059	2,00485	0,80605	0	0	0	0	0	0	0,80815	0	0,57655	0,76085	0	0,67495	1,3881	0,9437	0,60365	0	0	0	0	0,3039	0,5803	0,5241	0,5533	0,77405	0,5682	0,45865	0,48015	0,75975	2,0794
119	3,6901	88,0113	0	0,5187	0	0,48865	0,576	0,48025	0,6112	0,51935	0	0	0	0,87705	0	0	0	0	0	0,0899	0	0	0	0	0,53755	0,191	0,46575	0	0	0	0	0,479	0,45815	0	0	0	0,34785	0,5171	0,55615	0,5125	0,59535	0	0,3936	0,29855	0,40835	0	0
120	3,7882	88,0118	0	0	0	0	0	0	0	0	0	0,56585	0	0	0	0	0	0,46835	0	0	0,5896	0	0	0	0	0	0	0,59815	0	0	0	0	0	0	0	0	0,5722	0	0,5535	0	0	0,5565	0	0,51965	0	0	0,5467
121	1,0854	88,0121	3,9996	3,85505	4,0371	4,09475	3,7604	3,66535	3,963	3,7604	4,21265	3,80015	3,95475	4,64435	4,1333	3,7598	3,98525	4,17415	1,1307	4,0745	4,0166	4,1115	4,45605	3,83265	4,12225	3,6061	4,1742	4,14555	3,8019	4,28165	4,09525	3,55935	4,3448	4,5448	4,21785	4,37345	4,39735	3,97855	4,30395	3,91325	4,3066	4,02375	3,90765	3,74225	4,47645	4,42195	3,31445
122	1,5353	88,0122	0,65895	1,02545	0	0,2707	0,3483	0,4035	0,6665	0,50505	0,5454	0,5427	0,442	0,8104	0	1,3507	0,83155	0,966	0	0,5394	0,27035	0,3024	0	0,98355	1,1259	0,34165	0,71225	0	0,1863	0,8319	1,71565	0,82305	0,6573	0,9781	1,0697	0,61385	0	0,75665	0,7472	0,8977	1,07705	0,6046	0,6981	0,6256	0,5659	1,11485	0,4656
123	1,2567	88,0125	0	0,18875	0,3992	0,41315	0,2093	0	0,31295	0,25715	0	0,3867	0,35155	0,1849	0,40895	0	0,33215	0,41365	0	0,61165	0,26935	0,405	0	0,31245	0	0	0,1611	0,41365	0,44265	0	0,33145	0,40165	0,32845	0,7056	0,52095	0,59555	0,5691	0	0,32315	0,30675	0	0,19285	0,2118	0	0,43205	0,30845	0
124	10,0918	88,0393	0,1693	0,29065	0,402	0,33095	0,35035	0,1373	0,21715	0,4195	0,21635	0,111	0,507	0,44615	0,1174	0,6582	0,19275	0,15015	0	0,3316	0,31105	0,187	0,26185	0,4228	0,3681	0,22675	0,21275	0,7034	0,23595	0,4051	0,1991	0,144	0,28095	0	0,41665	0,84085	0,36395	0,29885	0,44185	0,10875	0,1829	0,3162	0,56655	0,3043	0,22805	0,22095	0,3934
125	2,797	88,0402	0,98945	1,93555	0	0,86825	2,2858	0,7211	0	2,0889	2,36255	0,46175	0,95635	2,5629	0,89915	1,74195	0,68495	0,7437	0	0,728	0,82845	1,1024	0,9302	0,52785	2,13495	0,9698	1,48385	0,867	1,24945	1,8137	1,01645	1,62035	1,56815	0	0,8507	0,78955	1,0632	2,1308	0,8651	1,86505	2,88055	0,9295	2,07225	1,83765	2,0172	0,9745	0
126	2,9929	88,0402	0	0	1,07515	0	0	0	0	0	0	0,83035	1,4229	0	1,39295	0	1,06665	1,05625	2,3339	1,06525	1,0384	1,6709	1,13615	0,8655	0	0	0	1,23955	1,69025	0	1,40785	0	0	3,5336	1,1428	0,8545	1,3388	0	0	0	0	0	0	0	0	1,2418	0
127	10,157	88,0404	0	0	0,6041	0	0,5776	0	0	0	0	0	0,8648	0,55845	0	1,3494	0	0	0	0,49585	0,4145	0	0	0,85895	0	0	0	1,24025	0	0,6755	0	0	0	0	0,6127	1,28155	0,5062	0	0,62145	0	0	0	1,3344	0,735	0	0	0,6692
128	1,0934	89,0111	0,65725	1,09835	0,75515	0,35145	1,23345	1,34995	0,26355	1,861	1,00865	0,2724	0	0,3428	1,2786	0,2322	1,08635	0,426	0	1,5038	0,58785	0,93865	0,96165	0,28885	0,7946	1,4311	1,7719	0,75115	0	1,23895	0,5088	0,27955	0,82165	0	1,52655	0,4512	1,24165	1,8415	0,88215	0,9723	0,85275	1,0167	0,88215	1,23145	1,8917	1,77555	1,51635
129	5,7252	89,024	1,1706	1,1857	0,5623	0,63105	1,3161	1,33205	1,22425	1,1822	0,94845	0,6128	1,94495	1,38655	0,72985	1,21615	1,08945	1,2538	1,517	1,3949	1,2373	0,78575	1,2665	0,63085	0,6504	0,2939	0,5175	0,6599	1,65985	1,46285	1,22695	0,66095	0,6393	1,7056	1,4943	0,6527	1,2921	1,44435	1,36345	0,8142	1,25245	1,5223	1,0629	1,1373	1,1853	1,18515	1,11365
130	1,1571	89,0241	4,16575	0	3,5152	3,00315	1,3149	1,7061	2,593	1,54615	3,5544	3,53385	2,8174	0,93475	0,13965	3,597	3,8669	3,7342	1,5976	4,0815	3,8695	1,60695	2,32045	3,47875	4,40115	1,7944	3,6332	2,43375	0,7462	3,821	1,22245	2,4695	2,8818	9,569	4,06065	2,9556	1,9422	2,33415	3,0475	3,01255	1,62165	4,8069	2,29685	2,1236	3,93195	1,00955	2,8416
131	1,2663	89,0242	0	0,3359	0	0	0	0	0,09125	0	0	0	0	0,66035	4,87845	0	0	0	0	0	0	0,5169	0,8773	0,08215	0,2172	0,65425	0	0,21545	5,7774	0	0	0	0,364	0	0,1197	0	0,31355	0,4167	0	0	0,3672	0,19575	0,85555	0,33065	0,0801	0	0
132	1,4106	89,0242	0,35205	5,9175	4,5772	1,91515	4,85265	1,43185	2,4433	4,0635	2,5112	2,92235	6,49295	4,19575	0,75095	3,30995	1,64075	4,0179	0	4,8738	2,03285	4,9572	5,4612	4,7203	3,23355	0,97955	1,236	3,1107	1,88465	1,6033	1,9993	0,9523	2,7927	6,0059	3,8397	4,40615	5,97205	3,8125	3,02185	2,7057	2,8654	4,20585	3,2664	4,15655	1,32395	0,2917	3,51665
133	1,6822	89,0247	0	0	0,42565	0	0	0,24615	0,33745	0	0	0,28345	0,60235	0	0	0	0	0	0,7354	0,29395	0,4269	0	0	0,30025	0	0	0	0,2971	0,8513	0,2501	0	0	0	1,337	0	0	0	0	0	0	0	0	0,30215	0	0	0,22505	0,3677
134	5,8078	89,0247	0	0	0,56205	0	0	0	0	0	0	0,6105	0	0	0,72985	0	0,56085	0	1,5116	0,68125	0	0,7804	0,67015	0,64085	0	0	0	0,68735	0	0	0	0	0	1,7472	0,58835	0,64955	0,69315	0	0	0	0	0	0	0	0	0,62535	0
135	3,5029	89,0876	4,6361	4,5397	2,0087	3,51875	4,20295	4,06425	4,2473	4,04175	4,40575	1,35175	2,19585	4,20975	1,826	4,5362	1,7593	1,83135	0	1,86475	1,9191	1,9181	2,3418	1,91285	3,98445	3,20645	3,92555	1,81255	2,4459	4,0992	1,90445	3,76745	4,60595	0	2,18445	1,68825	2,18175	4,0453	4,26725	3,5337	4,12875	3,9761	4,2885	1,72025	4,48635	1,81415	4,20715
136	3,6734	89,088	0	0	2,3155	0	0	0	0	0	0	2,1729	3,11005	0	2,3652	2,46275	2,41665	2,2702	4,928	2,2554	2,40285	2,3662	2,25035	2,33145	0	0	0	2,262	3,2792	0	2,105	0	0	6,6115	2,28655	2,22815	2,42305	0	0	0	0	0	0	2,67255	0	2,21655	2,44675
