ID	m/z	1790_NEG_D4	1789_NEG_D4	1788_NEG_D4	1787_NEG_C1	1786_NEG_C1	1785_NEG_C2	1784_NEG_D4	1783_NEG_D4	1782_NEG_D4	1781_NEG_C2	1780_NEG_unknown	1779_NEG_C2	1778_NEG_C2	1777_NEG_D4	1776_NEG_D4	1775_NEG_C1	1774_NEG_C2	1773_NEG_C2	1772_NEG_D4	1771_NEG_D4	1770_NEG_C1	1769_NEG_C2	1768_NEG_C2	1767_NEG_C1	1765_NEG_D3	1764_NEG_D4	1763_NEG_D4	1762_NEG_D4	1760_NEG_D4	1759_NEG_D4	1758_NEG_D4	1757_NEG_D4	1756_NEG_C1	1755_NEG_D4	1754_NEG_D3	1753_NEG_C1	1752_NEG_C1	1751_NEG_D3	1750_NEG_D4	1749_NEG_D4	1748_NEG_D4	1747_NEG_D4	1746_NEG_C1	1745_NEG_D4	1744_NEG_D4	1743_NEG_D4	1742_NEG_C1	1741_NEG_D4	1740_NEG_C2	1739_NEG_D4	1738_NEG_C1
1006	201.1244543	14427651	29926194	17581946	23497894	17366281	18561226	16529076	7876889.9	13750265	14470302	23273806	30467401	23269193	27267000	17569169	27405789	16950646	14180143	28684305	9963781.9	20077730	42911867	12391497	13660625	0	29727645	28275715	25887282	14713700	44166949	14032900	15285919	35849992	19806787	20800347	19125114	26656079	22028967	20734763	18618952	23540677	11142845	25963066	0	19539157	8666633.2	13140275	17469888	14621945	23324429	23739235
1008	201.1356883	0	4817718.3	5349181.9	4020970	5357772.8	6829230.3	3842423.6	0	5112893.1	4268225.6	7708626.4	7958668.9	5728844.8	5787771.5	5327477.6	3597120.6	4167034.2	5072370.9	0	0	4262822	8087871	4363469.5	4353044.9	0	6295329.2	6004167.4	5557110.3	0	5080041.7	4582440.6	0	0	0	0	0	0	0	0	5369515.9	6318153.7	4211264.9	0	0	4039417.1	0	0	0	0	0	0
1009	201.1496167	0	0	5146947.1	0	4640753.5	0	0	0	0	0	0	0	0	5526848.4	0	0	4475870.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6328489	0	0	0	0	0	0	0	0	5134351.1	0	0	0	0	0	0	0	0	0	0
1013	202.0121887	10419531	6144130.5	0	11881586	4824899.8	20174085	4207482	3970555.9	4870711.2	7226294.2	24761506	12384512	7089480.4	3551515.1	8180083.1	4956255.3	5836074.9	10156531	10398701	10514269	7200722.5	10673070	4633428.8	3852338.4	0	9957476.4	6400166.6	0	0	11435915	6849321.3	10170884	5385734.2	0	0	7717939.1	12782491	6765034.2	9590585.4	3700648.5	0	0	0	0	8623124.2	0	0	3777769.2	17169314	0	22089147
1014	202.0179542	12738381	9308676.8	54130645	7478836.2	4914437.9	4692870.7	0	10115102	13110841	0	20357029	5003649.7	12477067	6147837.3	43795957	6138113.3	28423341	7510581.5	6237615.4	13346271	7017108.5	6284016.2	17219479	42425493	33991859	18352615	41621865	4511489.4	0	8614989	52794092	9097734.4	16285896	0	32254927	4268725.2	12497438	24125932	33797244	28461483	9070765.8	49042571	13959166	0	9024022.3	21862465	18369676	13950603	9199140.1	0	12775229
1020	202.0357122	11906132	8875403.8	0	5105179.1	4001164.5	5701453.2	0	0	5901056	0	7397483.7	5192776.2	0	6160836.1	6654332.9	0	4200339.4	4094364.3	11307383	0	4128570.9	4630998.6	0	3365531.3	0	5302125.4	5540016.3	4959880.3	0	12616852	5737075.2	11453966	0	0	0	4635771.8	11101093	6472947.1	11442307	5995378.3	8890677.3	0	0	0	4307325	0	0	4372882.3	4118218.4	0	18239172
1023	202.0543296	0	0	8773923.7	3883010.4	0	0	0	0	0	8144068	4530163.1	0	5363864.2	7697867.2	0	4616173.7	5179002.2	45913475	0	0	8672929.6	80678333	69659301	0	0	7758964.6	10099704	0	0	0	0	0	3932246	0	0	3571234.7	6164587.9	6074426.2	0	0	10186045	0	8702667.8	0	3946212	0	0	0	9797680.9	0	6205899.8
1026	202.0720888	74715746	72864410	48493035	41839625	43134682	34359067	17509649	17187251	39842254	30623946	72952250	58864022	58253983	54768146	50927628	31400212	41305537	57196938	81018246	59757173	34930408	41180612	41000108	23524009	96689353	126938620	77152640	32605335	59153097	126372520	46390019	49948829	33714525	58747282	166414820	29066953	90262451	53043969	61433745	40291521	52184133	29477792	38690451	43083216	31573803	23054677	39285922	27977632	51647287	30587496	96076499
1028	202.0834158	0	4355870.7	3621135.6	6863949.8	7037790.2	0	17919765	0	0	0	0	0	3656899.2	3753782.3	11981649	0	0	0	4137386.2	0	0	0	3683280.7	0	0	10006464	0	4762459.1	0	0	6924359.2	5233057.9	5078944.8	0	0	0	0	0	0	0	0	0	0	0	14242351	0	0	10625445	0	26449005	6695767.7
1029	202.0846739	62809191	83411615	29287152	51738638	37685727	36719903	14081686	22667447	76200402	29637838	106795460	33878426	48690852	31703831	96150545	20115352	22011333	27289487	80609675	125085820	22898924	61346760	13658673	10213678	39490767	61830656	51141509	60587932	57550542	82779817	72424712	41846434	22251361	76080023	114352620	34703566	79962040	56226566	144246170	83792583	130424390	35638949	10244503	46642645	14397231	62697561	47459495	114787750	33461308	13889645	117175000
1030	202.1084792	71747184	91282089	57611770	110618140	42776808	47647528	65546015	27813312	80908763	22182102	70259145	31341475	41058477	46224928	78539803	41494560	58636750	47109016	127123860	41465988	40915701	21448145	60791995	20163255	108800220	153257480	100476300	56723365	58570967	110635700	72747794	62092972	45682282	57831839	54942198	45705943	60636609	66547983	83212703	65129169	42396756	58116270	27211680	48784350	107991100	18896482	61118129	66349999	39262532	75186550	116555490
1032	202.1197063	7071732.6	31752109	19650814	6477852.1	12072044	7120172.4	8739171.4	3731588.8	10374752	5408153.6	4393421.4	9422887	3786352.9	16586532	22491680	5668708.1	8161234	5804412.5	41696665	10181448	13535993	6943573	4446526.9	3342875.2	0	14712718	9823507.6	14458153	22416091	10734392	17035287	19094449	5421294.5	24473507	0	7494490.8	21363398	7771603.3	16454436	4106197.3	5080696.8	18376242	0	0	3801980.7	0	0	0	10275656	0	14991590
1035	202.9606317	0	4275433.8	0	0	0	0	0	0	4755561.2	0	0	0	0	0	0	0	3701425.7	0	0	0	0	3543123	3757270.5	3604584.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1041	203.0019675	823794650	474052640	797382520	165749640	273250370	183568510	193561220	188135200	218759990	218567690	415054660	324595960	447016460	173351300	494664100	118636380	272276770	540855550	326379280	210704890	170906690	436355880	639027750	387000860	320855650	975779700	491755290	57099028	157555270	399144000	526406810	794091570	529479620	142510330	688116620	135240750	226445620	281340020	495335180	282712150	320320480	308865560	488848900	147963710	257384860	401545140	501802030	240972570	264281740	78587612	593870940
1046	203.0116672	0	6129375.8	5091962.5	7032841.9	0	0	0	5491239.6	4469374	3701134.1	0	0	5874928.9	0	0	5025876	4001061.8	3794498	0	0	0	0	0	3633245.3	0	5429366.4	3521675.3	0	0	4413409.4	4118368.1	0	5111916.8	0	0	0	5305651.9	0	0	4539482.3	0	0	0	0	0	0	0	0	0	0	0
1047	203.0132	0	0	3617339.1	0	0	0	0	0	0	0	4465156.8	0	0	0	4373414.5	0	0	0	0	0	0	0	0	4486590	0	0	4376892	0	0	0	0	0	0	0	0	0	3512116.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1050	203.0204863	0	0	6200318.4	12994958	7507722.3	6845450.1	4568142.8	9496491.3	0	9758737.3	4082504	8514048.7	14523285	0	5004201.9	10548071	5902953.4	6689797.6	0	0	7822667.8	9236778.5	7497583.9	10388001	0	4121242.1	4900447.4	0	0	0	0	0	18694352	0	0	6134455.4	0	0	0	5014110.3	4438567.3	7470051.3	12794763	0	0	0	0	10956706	0	0	0
1051	203.0228845	0	17001765	20885887	14728335	5649227.2	10275979	0	6505260.3	11120195	9170450.1	8714313.1	7745089.7	8211861.5	6413261.3	9863722.9	7203624.2	16479786	7360134.6	5273693.3	11065607	12026701	0	8009521	13747874	0	5782523.2	9086368.5	5810140.9	0	5128006.6	13416869	8351935.4	8998673.3	0	0	5640504.4	14152889	6629692.3	0	11385055	4660648.4	12273700	9495180.3	0	0	8028351.5	0	0	6212756	0	4747685.7
1054	203.0462195	6953965	0	0	3576984.6	0	3860404.5	6071129.6	5239414	0	0	5597075.3	0	0	0	5211125.6	4436656.9	5030259.6	4819472.4	5913063.7	0	0	0	3735642.9	0	0	0	5342827.1	0	0	4878673.3	5085648	19056458	0	0	0	0	0	0	0	7872362	0	0	0	0	7192938.3	0	0	0	0	9238766.1	0
1056	203.0561047	21675505	13029427	11106574	10901149	9532248.7	8985880.5	7539229.7	8413050.1	9569488.2	6733022.1	17887064	7173006.9	11130275	16719643	15246778	13428725	11569336	16200981	9972140.2	19266838	18701914	6139960.6	20439103	11113136	0	12590345	14032176	8300843.2	0	23791958	16342965	22738511	6339806.9	9907597.9	26692519	6416901.8	17534535	12577674	16846120	17325167	10888824	12241459	8232986	0	10790062	7373516.7	0	0	9033504.7	0	14835188
1057	203.0673308	62371830	38204984	29492371	31613090	19807069	31937437	17096482	17469759	28515413	17546914	39956317	17589011	19591720	48752032	40063935	18407545	24923452	21649177	51067697	35767835	19492446	19830333	27214404	24570164	45121663	58024334	35689269	17168432	35053666	72067163	35882170	52108884	14353380	42894610	43599277	29366346	62637388	49735823	49201453	35051636	33936381	19300919	10861855	0	40546227	18478545	34708552	13510325	24318373	30649335	49348217
1058	203.0713586	0	0	4949973	0	0	0	0	0	0	0	0	0	0	0	3567233	0	3820477.6	0	0	0	0	0	0	5805750	0	0	4734262.7	0	0	0	4707771.5	0	4275845.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1061	203.0825871	48726012	49684543	27274394	33030056	59034723	78501027	9290792.9	11690053	33639771	24645928	80316259	38899482	20924462	44046246	34672582	18794623	43358530	40952608	62298424	36043809	21930340	61476163	40547914	16405691	42343558	27881364	35077436	27219511	51815529	29380194	31724737	38698075	22381034	67893017	21206452	61755984	51588946	23799701	64879411	29214075	45531652	18990398	18988837	42508643	20137657	9066071.3	47127119	25515068	55136427	91073277	50252416
1062	203.0925024	51138049	68286019	33812894	36308396	26749288	21794727	39906989	18361673	27667807	16967339	36152680	21420830	36428850	25612970	38113227	27397506	23896902	28331044	35943741	52759590	22691944	28496455	19048783	19360575	39742603	40858521	52907328	31839035	29720429	52195431	39359685	60480607	20125678	24564765	46342073	28222805	35745110	35328665	46192952	50127487	36590601	27161154	15395625	0	23074493	23998683	22280275	17972032	23506351	15582977	36103813
1065	203.1288673	47156240	46157907	76920751	47753148	40518262	36911798	21162684	19907416	28359790	27523384	24991096	40248108	52108865	58990010	52403163	19101840	23372117	34744115	35450189	62116918	56645750	53281622	20191582	28798030	22417563	22851240	56859985	47077194	78362237	35741816	36662486	42894960	22149885	41506091	43567562	26775907	33940326	55027369	54375239	39984784	85830681	25319762	18554424	31846262	14425676	26536426	46197859	24956752	60113597	61632273	42242709
1067	203.9948167	9439119.3	0	0	3630463.5	0	0	0	4721744.3	0	0	0	0	0	4399603.1	0	0	5387644.5	0	0	0	6014745.3	0	3994977.1	9889989	0	0	3967791.9	4826446.9	0	0	4530294.8	0	4963951.7	0	0	4382480.6	0	0	0	4157547.7	0	0	0	0	0	0	0	4352143.9	0	0	0
1068	203.9972036	60454288	61757916	85880130	54339393	14922471	34204710	11694010	79488209	98152674	21102464	65950982	92599960	132732860	11183028	50026361	53312228	61737149	43833007	14771428	65677255	16796762	20584124	44261858	108412870	36551740	89041191	120545520	4505936	14422787	74550809	60978808	52782098	34829681	22707353	75806074	13451474	41073387	77116963	81757391	101459500	28628156	59885526	40032177	28128750	21707586	37506388	109206000	14694737	23817241	0	27764774
1074	204.0302196	47707552	102992360	48408402	35218768	12068085	14275124	25112137	17417440	45420785	27535245	25637141	14497958	12622150	30187843	32962442	19768049	37440204	16033214	48123124	18445015	11024360	11755851	13659889	15999573	28505420	51902774	18039298	21028575	22570514	52465706	24024969	58742306	30985087	44069032	46482316	40501728	38575866	68049458	48862431	33872957	5749580.9	19246565	15484096	0	52360016	13534690	17027333	18844896	20570407	12623003	59582518
1075	204.0335938	6572385.1	11394413	6895955.8	6079057.5	6944630.8	4544757.6	0	0	0	0	10936599	5290663.3	3580871.3	6423428.7	5252075.4	4138066.3	5933005.2	0	10277750	0	5391849.8	0	4995251.1	0	0	8783799.5	10331011	8314656.9	0	11046828	4206730.2	6838499.7	0	0	0	7503841.6	5988476	7342131.5	6459424.2	0	8519182.6	0	0	0	0	0	0	6245985.8	0	0	27194936
1076	204.0513668	28055721	34248182	15848284	16095706	14010879	19691069	8075347.2	6554217.7	34060538	11798165	23075103	15852079	10683599	17135949	23123860	10464634	14244181	17313991	28023294	20542177	12569585	8868371.7	11396347	9212126.4	38546007	21397056	19048460	14401129	16542108	43992629	18026387	36732973	10932489	19254961	26851990	16437993	20441348	17524028	26894825	12541384	19109335	9231982.7	9076809.8	0	16935002	7936363.5	17058447	6087242	11346607	14657317	42825793
1079	204.0666143	57778608	129352190	186667360	46366561	62176773	85935684	62429786	16756977	210386180	171562400	940514600	184654520	465375190	69988180	70653852	17925120	130418400	288693970	28226566	38460393	25351928	106252510	659516420	256119780	87104607	194980170	140947730	122711790	34742819	240549440	75972251	386282040	119440780	35943607	200070560	94668272	100197130	313211460	156033260	135051860	127482340	65805814	51739089	49114382	83393377	48251250	987862550	100303090	114563130	189958320	261309000
1080	204.0699574	0	5132414.5	5707941.5	0	3835718.9	0	0	0	0	0	5170728.2	0	4920663.6	0	0	0	0	9973711.7	0	0	4642553.4	13590876	8108420	3183302.8	0	5623240.2	6371029.3	0	0	5802749.9	0	0	4080209.1	0	0	3459825.6	0	0	0	0	5108384.9	0	0	0	0	0	0	0	3544951.3	15639981	3783273.5
1083	204.0877494	45676986	59919367	37365614	29852523	25348111	44381262	18922340	18137978	36191499	23900068	45938481	31695039	35533792	37468509	49662886	19961352	30127077	33287384	46536976	28048371	24807681	25992419	29176844	23227887	39221865	38317904	38811422	36283130	26117677	66378823	34690213	47655487	19337113	33305537	42437545	23073017	36479765	35023436	44408570	22290522	51846122	23243008	23307226	0	17290858	13534843	22969120	15358075	22711871	16551477	51143762
1093	204.9812339	1054539600	3395726300	867580720	1562406700	106661800	674825190	162684430	628730530	867702440	348727060	959905520	1439265900	712626560	248016130	878509430	337089160	405747830	1167012000	337742550	1088306600	127798160	220069490	929852860	1056828800	403178040	658914040	362285810	173422760	289082850	500086810	1002469500	360674320	262777660	223056980	882423690	118303630	387206340	556559350	985189040	1957559300	253558720	1157148100	431841660	110714560	539628810	916835090	429922270	199880360	244650430	53032028	155347990
1106	205.0176074	0	7720208.2	27366723	8196526.1	0	3733496.5	0	5016880	6272123.1	0	17167359	5249477.1	7969809.9	0	18999431	3767698.9	13008648	5865616.9	0	0	4479966.6	3764900.6	10595919	19038628	18458445	3739789.2	12744449	0	0	5369580.4	17513099	6669283.7	10656841	0	13061664	3767395	5392281.2	9664899.8	13599681	9081017.6	5890064.5	17237954	0	0	0	0	0	5243450.6	4042131.2	0	3975781
1111	205.03537	136050560	263277530	64739148	72326967	29162947	75142145	25710632	28433081	80886468	49889576	205756170	64040045	63513499	87353630	100842900	40521371	50592400	96946330	204106480	359165390	53052839	38029453	67473880	25419180	218315350	104357650	154237710	26100680	73001467	170602550	84491412	287466540	27817298	106170480	130409390	26095788	128544990	43509773	144679630	44070467	50642906	41673675	48885145	94291670	40752932	38865704	450947070	20782275	138971610	39380598	169296940
1113	205.0506317	0	0	7634772.3	0	3524362.6	0	0	3901568.2	0	0	5370704.1	0	0	0	9264729.1	0	0	0	3740858.3	0	0	0	0	6479283.9	0	0	6011987.2	0	0	0	8078428.7	0	3800665.2	0	0	0	3724393.8	0	0	0	0	6279570.8	0	0	0	0	0	0	0	0	0
1116	205.0717461	31542676	28381164	26689631	14545097	13523669	20621330	8982138.5	10865739	27530965	9622519.1	22365723	18586495	12777388	11375536	34387364	19633579	19501217	22409132	22887173	30616289	12540216	15998622	19444202	18257086	31207019	22801960	58661663	36687578	16994829	32376394	36446888	28628545	9757027.4	17029252	33866942	10826429	29922804	15853086	35274972	34520151	15260398	17755101	10719275	0	14985270	14580026	17196047	9309013.7	14576620	0	27919169
1117	205.082972	6432025.2	6005009.7	0	0	0	0	0	0	0	0	4617536.8	0	0	0	6223402.5	0	0	0	6397387.3	0	0	0	0	0	0	10378542	0	0	0	0	4214062.4	0	0	0	0	0	3517402.1	0	0	5222684.7	0	0	0	0	0	0	0	0	3625328.8	0	0
1118	205.0903945	8793500.9	12274165	4734889.2	7731602.8	8970205.7	6728475.3	0	4436755.7	4398206.3	4187903	7003812.7	10765063	0	25084217	7545326.5	7732147.2	5979690.1	6767284.8	13962895	0	10714048	5454374.4	7938163.6	4716103.4	0	14085425	4572328.8	4852515.6	0	15737300	8920882.4	9501899.2	6250284.4	0	14782921	9047493.8	9282814	10180008	10145126	7766752.7	11873272	0	0	0	0	0	0	3941663.1	6852020.2	0	16053835
1119	205.1081485	15742758	14559615	6167922.6	9580379.8	4435558.2	5221827.8	4975308.6	3953468.3	6395494.9	0	8962733.9	5957455.9	5308413.9	5637825.7	9791800.1	3643371	3898898.5	9313725.6	27965977	9338228.1	4676168.5	6436526.8	3972156.6	4612656.1	0	5587002.3	11535026	5278380.6	0	81341534	6410556.1	10936789	4667701	0	17389523	5519182.3	7605767	7090480.4	54237935	17560426	6714049.8	4859759.9	0	0	4820935.7	0	0	0	5055644.2	0	12737620
1120	205.1233983	0	4368038.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3627204.4	0	0	0	0	0	6237966.7	10500920	336182010	0	4382762.2	0	0	0	0	0	0	0	0	0	0
1127	206.0128464	0	4787135.8	4649248.2	0	4341608.8	5251973.4	0	0	0	0	4723732.6	0	0	4045776.7	4202130.4	0	7981099.9	0	5334922.3	0	0	0	4696791	4459036	0	4158350.5	15500335	0	0	11114205	8457787.1	7253587.3	0	0	11032291	0	6906594.6	8326783.2	11290958	6756387.5	3811458.1	8501706.2	0	0	0	0	0	0	4082214	0	5828415.6
1130	206.0458693	20281741	8057458.1	36367219	10392009	10686138	21433846	6237489.4	8018490.8	13142463	7771878.3	11225255	6840605	9168792.4	27609634	9479813.6	7677290.1	8407548.6	6057887.4	8949085.1	7642097.3	7212172.4	7591542.4	7269864.8	10562093	0	14194208	8192322.4	13598171	15688975	18302064	9746638.4	56198247	16795725	9491941.2	17903351	11459103	12916725	17730321	14054496	31383415	13587094	21650140	0	0	8006113.4	8634902.4	0	25997265	7203894.1	0	45687890
1131	206.0492594	39032207	21636852	18793077	24752459	22344124	14203256	9182771.2	8382076.6	13621697	9276391.9	18842409	13351775	10933018	23368996	16442568	10575084	17215614	55875745	29556255	16487411	13707662	48959608	24821995	8147439.2	35951761	25062434	43075396	14979677	40418832	41490034	16354768	31681641	10946511	18945383	28057337	15454369	27325174	18716435	25661154	15259769	41691160	16946398	8127644.7	0	14657315	16567064	13914529	12603731	16326328	12527101	22793556
1133	206.082269	30189473	60289542	40195463	29223261	15952205	21179657	17811269	17389774	27760594	20305655	39403323	24499056	33482155	18133814	35013595	10054907	31373967	25834419	51400498	28702982	14406303	14646921	25998077	21612737	31785124	30178356	46169432	39064815	18812707	49142405	34932964	46344316	19011936	20553336	47296526	17485746	35712776	70167076	54193908	34800780	49224747	48603120	12544558	0	17644084	13840553	36059188	33707237	15143624	21254031	46020199
1135	206.937105	0	5127790.3	0	0	3596245.6	0	0	0	0	0	0	0	0	0	6895964.2	4135520.7	0	0	4106122.6	0	0	0	0	0	0	5352910.6	5092187.5	9526097.9	0	5663403.9	7658218	8045057.5	0	0	0	0	0	0	12431962	4393099.9	0	5071568.9	0	0	4159683.3	0	0	4211362.7	3499479.6	0	4953241
1138	206.9604808	0	5760444	0	4197452.1	3537794.6	0	0	0	0	0	7332534.8	0	0	0	0	0	0	0	0	0	0	0	3882475.2	3473376.2	0	4712604	4884074.1	0	0	0	0	5820688.1	3658682.2	0	0	0	4747512.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4700135.1
1145	206.9968775	263570340	420831250	265203620	491754340	126021560	220688370	170553920	318422720	392698560	106845870	179458890	107523150	280139160	81953069	294162950	295921220	155806830	165493930	437915470	328430110	127421300	113457770	122031620	201990580	150484690	365203250	289476480	40167157	170400300	409668790	304131340	368982180	155541330	121819230	856530000	208733080	396210450	241750040	481390330	481345710	222245980	390898160	144324000	122957540	113605920	249478920	211897420	33679077	157648280	10764295	267675770
1146	206.9975946	9807264.6	31964178	0	0	0	0	0	0	0	0	0	0	0	6999597.3	0	0	0	0	0	0	0	0	0	7938229.3	0	12087601	0	0	0	14524594	11702032	28741799	0	0	30636109	9482649.7	0	0	17707262	14782385	0	0	0	0	0	20394251	0	0	0	0	0
1150	207.0177947	0	28453662	14023085	13690094	7413570.3	11494781	0	7999631	8652364.9	17503925	0	6140382.2	7569704.3	9816504.8	9375054.3	7805641.8	17965690	13422391	7710235.8	0	4775171.2	9026289.4	4001388.6	4838208.6	0	12913469	6258125.8	0	0	0	6382108.6	0	5564506.3	0	0	13503397	3966169.9	0	0	11232318	0	8884223.9	10454575	0	4364560.5	0	0	0	4713825.8	0	5221577.7
1152	207.029893	0	0	4782708.3	0	5378760.9	0	0	0	0	0	0	0	0	0	3935445.9	0	0	0	0	0	4946473.7	3628151.9	0	5204103.5	0	0	0	0	0	0	4105956.2	0	0	0	0	6938411.5	0	0	7086352.5	0	0	0	0	0	0	0	0	3788120.3	0	0	0
1153	207.0332642	0	8635559.1	4975990.3	0	0	0	0	3737943.8	5400597.6	4486780.6	6296866.3	0	0	8021185.7	6042392	0	5574530.7	5367040.3	8181349.3	0	3509707.5	3654169.8	4814101.6	3113417.3	0	4506501.9	3813175.6	0	0	8115912.2	3922470.3	6617789.8	4528835	0	0	0	6760803	0	7138066.5	5320071.6	0	0	0	0	5130553.2	0	0	0	0	0	6333971
1154	207.0429742	0	6958252.9	11755196	9542588.3	4838672.3	5653451.4	0	8973149.3	6503067	9463233.3	8678312.1	7269996	10673975	4009799.2	5174942	6320086.6	6844936.1	10265926	0	0	8243472.7	7634303	5079035.3	9036494.9	0	4346955.5	6260445.6	4605135.8	0	7332046.3	4376300.4	5568515.9	7265960.4	0	0	0	3722568.7	0	0	6376269.6	6301301.1	0	0	0	0	0	0	0	5490607	0	0
1155	207.0444924	9912763.7	7347373.8	7490877.1	8453117.2	7696721.1	9091980.2	0	0	8816731.8	4596346	8496745	6581996.8	4259607.3	11665480	4726751	4081943.4	8296584.9	4717190.7	14359916	9457336.1	8923025.5	8894719.9	8675868.2	4967183.8	0	13089100	9531934.6	10470289	20718661	5753999.3	6265453.4	11470021	0	12475897	0	9577523.5	9471785.6	9329078.4	11725721	8531790.6	7473718	6188943.5	0	0	11367104	0	0	12942849	15991216	8503202.5	10246426
1156	207.0510132	25314239	15826482	9790785.1	15267969	6119892.6	7230927.8	15372000	5027618	10117728	0	18903405	6503344.4	8423035	8248715.8	25817891	9302362.8	8543372.4	10657610	12541296	30927164	6899989	4203459.3	12219936	6487379.5	0	12604880	6493794.7	10324117	0	16179411	19285554	34337993	3817964.9	9488508.2	22590576	6053751.1	10885549	13039674	19885853	9954514.6	11397882	7458451.2	0	0	7765635.2	0	0	8406020.6	5039411.3	8449574.2	22864286
1160	207.0662624	0	5521594.7	17917386	6068553.9	4998429.1	0	0	0	0	3720844.9	12041974	18094713	7510915.6	0	15766829	0	11991317	8858579.2	6854521.5	0	3980637.1	4012171.6	10867881	14955228	0	6367833	8674348.2	8113309.6	0	0	16702267	8773586.5	7919093.5	0	0	5162495.6	4279286.3	7810114.9	15926822	5099804.1	5228547.8	10444060	0	0	4741643.8	0	0	6692237.5	10475067	0	5095207.1
1161	207.0696663	0	10453053	0	4443532	0	0	0	0	0	0	0	0	20270790	0	0	0	0	4093269.2	5057915.6	0	0	0	0	0	0	0	3838702.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3512349.1	0	5902505.1
1162	207.0775131	0	4221377.4	7195985.3	7308176.6	7279459.4	4918398.5	0	0	4506030.4	3629138.3	13858045	6882623	5570890	4011418.8	5945651.7	4676584.4	6684634.9	5176537.6	8306240.4	0	4982499.3	5105041.7	5094543.6	9515106.5	0	5851103.5	11964211	5665444.2	0	0	8222082.2	6085721.6	4297403.8	0	0	7584837.8	8325564.9	6976905.3	14169133	5778659.2	0	5755042.8	0	0	0	0	0	4094708	4235073.2	0	7786925.9
1164	207.0874169	27010005	36040263	19260887	35854230	57168873	29494820	165505650	15938039	72217332	20216279	226388870	100589700	114695630	28818273	39611962	8005485.5	53124768	179711200	56068487	28369490	43543977	24567703	381796920	20234472	125789960	38838117	30246586	20988458	74037854	46294250	32551240	66545888	34602369	62281872	323460230	19723211	107688260	34686543	96559923	15252969	12525329	29849897	0	0	21964632	22136636	94975104	12130714	87557574	21016507	88993972
1166	207.1026463	0	5482832.4	3740544.6	3645087.3	4237425.4	0	0	0	0	0	0	0	0	4432169.3	6664899.3	0	0	0	4793487.9	0	0	4891231.4	0	0	0	4328718	0	4423539	0	0	6058194.1	5082537.5	0	0	0	3573139.7	0	0	42494780	5002450.8	9723290.8	0	0	0	0	0	0	0	0	0	0
1169	207.9897212	33506802	12103410	10799632	22956473	13110128	12202538	18902671	5397769.4	14632192	9245732.6	16993459	13185924	15112542	7613365.8	8177280.9	11958220	12366877	18503926	30958532	0	3867998	8695568.7	16565848	6769209.8	0	20295552	7628035.3	10764879	0	5294967	9605269	5650091.6	10697229	13134995	0	11125583	7703078.5	13304804	6711514.3	10535599	8415583.1	10132939	0	0	7809637.4	0	0	7846840.6	11333425	16568017	11591914
1174	208.0285254	8090825.8	8640650.2	4247081	4332881.8	5779654.9	5311424.8	4178982.8	3885857	5228631.4	0	13494732	5326746.8	3850309.4	4959629.5	10773403	4949025	7566003.2	3759981.7	12598365	0	4777972.3	7715623.2	7001455.8	0	0	7548312.3	10341661	9427814.9	0	9960913.2	7889071.2	12545606	0	0	0	5906150.2	10631423	0	13118835	8609353	9306617.4	0	0	0	0	0	0	4813072.7	5069702.5	0	12244355
1177	208.0615363	162229790	98597535	166138430	54813671	42011163	66390612	149857470	46571829	147055920	402840780	59567073	79931054	104384520	77981602	207746220	19778675	93335238	51694370	301310450	67102902	60022215	134288570	118189190	68971557	124688770	259596720	179245620	156424060	167154860	151586660	413528010	421596000	73186744	54788286	209342230	24221690	110985110	177803920	281686410	74818399	43502352	74291320	84251669	30659921	67267473	83923300	98079460	51572581	96536537	35745021	366230300
1178	208.0648911	14068000	7495329.4	7532544.7	4378088.6	5195260.6	6872534.3	0	0	0	4285196.4	7931235.5	6485424.2	0	5070627.8	7919155.2	5608693	12371656	4130020	9548789	0	6365449.2	8367804.3	5438598.7	4715239.4	0	7389870.9	5374549.8	6222589.8	0	8686825.7	11740360	10865118	4097434.3	0	11266845	6573563.7	8099733.7	7390097.9	8318345.8	12634721	12353298	0	0	0	8509714.6	0	0	0	6441691	0	11453339
1181	208.0727563	0	0	0	0	0	0	3610626.1	0	0	0	0	0	0	3530312.6	5018360.4	0	0	4077896.8	5630778.2	0	0	0	0	0	0	4012787.8	0	4927810.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5017439.7
1182	208.0746072	0	5678247.5	4736199.1	12119407	5121186.3	3513884.1	0	7060285.1	0	7590097.5	6624937.8	5027701.9	5949457.3	0	6786873.6	0	4852430.1	13252394	0	0	6792078.8	4592385.8	7447948.8	5097837.3	0	0	8314556.4	0	0	4566320.3	5980494.3	0	7629120.2	0	0	3888257.5	0	0	0	0	0	5377343.9	0	0	0	0	0	0	5184576.5	0	9135136.9
