ID	m/z	1790_NEG_D4	1789_NEG_D4	1788_NEG_D4	1787_NEG_C1	1786_NEG_C1	1785_NEG_C2	1784_NEG_D4	1783_NEG_D4	1782_NEG_D4	1781_NEG_C2	1780_NEG_unknown	1779_NEG_C2	1778_NEG_C2	1777_NEG_D4	1776_NEG_D4	1775_NEG_C1	1774_NEG_C2	1773_NEG_C2	1772_NEG_D4	1771_NEG_D4	1770_NEG_C1	1769_NEG_C2	1768_NEG_C2	1767_NEG_C1	1765_NEG_D3	1764_NEG_D4	1763_NEG_D4	1762_NEG_D4	1760_NEG_D4	1759_NEG_D4	1758_NEG_D4	1757_NEG_D4	1756_NEG_C1	1755_NEG_D4	1754_NEG_D3	1753_NEG_C1	1752_NEG_C1	1751_NEG_D3	1750_NEG_D4	1749_NEG_D4	1748_NEG_D4	1747_NEG_D4	1746_NEG_C1	1745_NEG_D4	1744_NEG_D4	1743_NEG_D4	1742_NEG_C1	1741_NEG_D4	1740_NEG_C2	1739_NEG_D4	1738_NEG_C1
7	148.04038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519254.5	0	4814555.3	0	3776771.4	0	0	4217316.3	0	0	0	0	0	0	0	0	3554932.1	6115725.5	0	0	0	0	0	6947207	0	0	0	0	0	0	0	0	0	0	0	0	0
15	149.0455292	537089630	326578410	277994440	160512580	209305350	278924690	69003335	232594400	370296290	162973170	266229050	170805370	137072130	253885720	425206160	187338370	243572440	195520270	303456300	248346870	165178400	137298700	227478120	217304110	297509910	388537890	259862510	155191990	165585220	409224990	348124700	197769360	117262740	137443140	254337590	123622850	248054750	151521970	273602620	238520370	272191970	239389750	165567650	176419470	108235420	162778500	158753880	104856330	170050120	82238751	215372540
17	149.0607888	0	0	0	0	0	0	0	0	0	4591809.8	0	0	0	5887384.8	3541533.6	0	0	0	7187955.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4688173.4	0	14033499	0	0	0	0	0	0	0	0	0	3735003.6	0	4556004
22	150.0560287	158473850	15438021	11414117	4759165.6	6831497.4	17142731	157345800	7057358.6	5719431.2	0	7282167.3	0	6436150.9	6650781.1	8545045.4	0	20656706	12858633	16630681	42541595	5558887.4	16598820	6778043.8	5617092.4	57724220	106407680	4603358.1	0	82896290	148643240	10231834	6805366.2	12461188	21205791	61228859	4708679.7	11027843	168411350	10373222	7649654.6	7114267.5	19175276	48929028	93076616	70219898	48146615	0	17485681	8950454.1	69175125	7053869
26	151.0070212	16498332	29677643	20887768	12261111	15759825	26300030	11572503	7091099.7	19007826	20013614	67541392	32325697	11103535	18687532	21359143	14293731	13387387	17231270	36768596	13898016	35766393	39567317	16947332	11921056	19745348	34437270	19162140	22590563	0	27254749	13568333	66113745	9151851.7	17591823	16612252	13257022	21803727	11961674	15661569	13859997	38785211	5588693.4	28643166	0	6871646.1	14253195	18392982	6360342.1	15537112	9823753.8	22674973
27	151.0261177	0	9320976.9	7824612.3	11565307	15487905	0	15100837	0	8464883.7	0	0	5573031.5	0	25572427	9069520.3	9959985.2	7196265	0	13415239	0	18880276	9108080.3	6112615.9	12454650	0	16164995	8153765	18008774	0	7459210.4	6591298.8	13362226	9109445.4	0	0	13598562	11270104	0	0	6921471.5	5957898.2	0	8792286.4	0	4927396.8	0	0	18812345	0	0	6024792.8
28	151.0400427	48815497	93307177	59027056	40236472	55918473	69314998	24636877	26019629	48577804	57337146	68505826	66793589	68481200	61628564	65785602	23869421	49357390	46457194	87526737	29322045	29388483	39354942	67088861	57302988	24341697	87952854	62005376	99924423	53675308	51005735	44017445	42335039	40665244	38928461	37497364	42784037	57406166	28908810	58659262	45555927	51498293	32695579	18804209	23822738	14334913	26767863	64761182	32720732	57927204	40342792	41646147
29	151.0512759	0	6926195.5	6829166.4	4121573.5	8642223.6	4312106.2	4288780.6	0	19522253	0	4052512.5	0	0	11369153	11115627	4023140.6	7732529.8	0	9875702.2	14748759	6207692.5	3483825.6	0	3387812.3	0	9503081.1	5244715.6	0	0	0	9814908.9	0	0	12674711	0	0	6691011.3	0	10558110	7503790.5	0	4898876.3	0	0	5368302.5	0	0	6647867.9	7537554.2	0	6904785.5
31	151.061184	0	32840259	10829323	0	0	0	0	4656209.4	15715876	9940954.7	34858586	11494247	6515904.5	0	0	10382443	14072526	12614288	0	0	0	26005321	22364648	7866237.4	0	17101809	13726497	0	15548777	13476956	0	18170756	6424660	25629505	0	0	0	11461745	19333133	0	16561467	0	0	24513098	6352451.8	0	15321111	6532736.2	15728315	8731834.5	0
34	152.0352964	11881644	9623167.2	19812120	4227716.2	3777467.9	0	0	10373770	6465403.6	4256748.5	5488480.3	0	0	5790141.7	21533618	3627044.4	13758979	0	0	8012286.9	0	5149288.5	0	7367594.8	0	4342908.5	10345032	0	0	0	19696770	7970454	5896170.3	11068571	20335823	0	6908500.5	15733550	29353777	13024113	5577743.8	13788614	0	0	7213037.4	0	15362924	4357689.3	0	0	3866280.5
38	152.9863009	12793514	11430699	7217907.7	6828643.9	5142254	9208509.7	6009472.5	6640322.8	9527603.7	5637752.8	11078062	5084805	0	18920087	6996377.5	4075073.8	0	7603614.6	8081239.5	9947808.1	0	4833418.2	5469364.3	0	0	9416365	9198902.3	15634365	0	12913258	7534954.3	11586678	0	0	0	3991346.9	7447942.6	0	10023860	10259761	6565874.7	9227691.5	0	0	0	0	0	4207358.3	7557099.1	0	9735451.5
39	152.9958005	13710237	14641592	10902085	11406448	5068352	11134463	5897377.5	3906365.8	11698033	0	10936821	5450149	4021354.7	9512986.3	9782534.5	6673380.9	5495594.6	4670869.6	22346698	9249439.1	7852527	5987369.3	5172217.3	4216212.1	19894404	22770474	8276613.3	7021314.3	0	21490451	8502279.2	17308499	0	9824060.5	19672982	8028943	16526916	22211048	11108259	5223247.5	5689152.7	6117896.5	0	0	16948143	0	0	7098494.3	7652550.2	0	23806270
40	153.0193174	49064099	13660370	17905832	8563167.5	11347980	13168566	29305909	14057473	22534494	8311550.9	32593933	15652376	17634206	7106424.9	18957002	8964690.7	11102833	10640777	19420880	18835413	14305923	6752537	14662009	14082925	0	27641832	8541456.6	18589694	0	34830657	15099907	21739757	9523285.2	11677406	16471331	13173823	12913903	33092750	19686432	12548245	15853570	12617660	17809078	0	13774725	9555862.2	0	9561458.9	14387896	0	9430229.9
41	153.030555	0	0	0	4482927.3	4387920.5	5334848.3	3830206.9	0	0	0	4572199.5	5072004.6	4148031.1	7263932.7	4334789.5	0	4608792.2	0	4205064.6	0	5318804.7	4439026.9	4131324.7	4127309.5	0	5594646.4	4238941.3	4403160.6	0	4837615.3	4642515.3	0	0	0	0	5059083.5	4711391.9	0	0	5176403.6	5628504.7	0	0	0	0	0	0	0	4139704.4	0	5542588.7
42	153.0920917	0	4821613.9	5214138	0	4994163.3	5300688.1	4209035.4	0	4768029	0	0	0	4210996.8	7784022.3	7640363.6	4259511	0	0	5338959.8	0	5902312.6	0	0	3365005.7	0	0	7737745.3	6988571	0	0	5155913.2	4587928.3	0	19427199	0	0	5299395.4	0	0	3776204.7	13233084	4483721.3	0	0	0	0	0	0	0	0	3934882.9
43	154.0145556	17636339	11765239	9600818.5	6959082.4	7473748.4	4889401.4	5638780.8	10572470	19068038	5002883.5	9077710.8	9388015.9	9210361.5	12221842	16692589	6284394.9	10611704	8114674.7	12291461	14601348	7123697.1	3528596.5	10009562	5077161.2	0	19231496	10748458	5439996.4	0	13387971	23753389	13656351	4629930.9	14243636	0	7634206	15452348	12011296	16921750	19233943	7905182	12249059	0	0	8120368.3	0	0	6388642.7	7046052.7	0	7605379
44	154.0509583	0	0	0	3602066	4220886.2	0	0	0	0	0	0	0	0	4324233.4	3822210.6	0	0	0	0	0	0	0	0	0	0	4551033.8	0	0	0	0	0	0	0	0	0	0	0	0	0	3564789.9	0	0	0	0	0	0	0	0	0	0	0
45	154.0621782	40844453	28440037	42486957	88681065	108551260	137342770	16599128	30108910	35045888	75519597	99330139	124496910	81093312	81704908	50929639	0	0	115732300	52918819	26588034	54783536	98140661	66786918	36813486	0	35589106	46477643	30631047	35032099	17472013	33349463	13287073	0	40649358	0	91056475	0	16052070	33105044	26193100	33192618	30410401	78212638	44379209	16917655	17804401	48732240	65752069	36824171	49812648	50216181
51	154.9655656	0	0	4447525.9	0	0	11333744	0	0	4388039.3	0	0	0	0	0	7225901.4	0	0	0	5993871.8	10468106	3902365.4	0	0	0	0	13101072	0	0	0	0	4456422.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	154.9985729	17077910	29376923	11277055	12360192	11687395	18422988	0	9692141.1	17916469	7328071	15924335	12024024	6409179.9	9892074.5	13388467	8407261.4	7569128.8	6964527.2	11894929	15008757	10003533	4577259.8	5555807.8	6054188.9	0	13210940	11517070	7917315.7	0	28099703	20933757	12577707	0	14327697	14618317	6052920.8	9002133.4	6911574.6	19292219	9242044.3	14081972	8665853	0	0	5405204.9	16040473	0	0	6860953.4	0	21204880
55	155.0098267	0	0	5075535.7	4606224.5	0	0	0	3781229.6	0	3557261.7	4616517.9	0	3487080.4	4990589.1	3875868	0	0	0	0	0	0	0	0	3266773.4	0	0	4358084.6	0	0	0	0	0	3620175.5	0	0	0	0	0	0	4761071.7	0	0	0	0	0	0	0	0	0	0	0
56	155.011636	7986418	4676519.3	10205209	9193326.3	4783548.9	12216742	5989183.9	14041079	5479833.3	10725414	5126263.6	11054866	7293152.2	7437590.8	12476373	8547443.8	3802544.2	7237977.5	5090407.2	8298885.4	6451143.7	0	6963770	9974011.2	0	4029994.9	0	0	0	0	9255187.1	0	3702446.2	0	0	0	0	0	0	9116758.4	0	9163935.3	0	0	0	0	0	9560727.6	5786369.8	0	0
57	155.034957	0	6743796.1	12096014	6414785.1	7276003.9	6547137.2	4542468.8	7488752.3	5172750.3	4947466.8	7250862.4	5937585.2	5427207.1	4543944.7	11264837	5900117.1	8167562.3	0	6975755.9	0	5331424.8	0	5660314.9	9287876.1	0	0	6812035	0	0	0	7317016.7	0	5070297.2	0	0	0	4079192.5	0	0	6407731	0	7167134.1	0	0	0	0	0	0	4638327	0	0
58	155.0461896	80120527	72094709	79761849	52231914	54169684	61627982	40876395	48094243	67126071	36284722	47421801	62756630	34424470	80398224	63418224	51594032	56670349	46371713	74081838	21272559	44478011	39624816	28410391	42366627	43183394	61543245	47357907	60188223	22868980	58679400	36562278	65945116	42887204	36998679	37143026	36648499	47949927	42089470	45202124	54998765	20869729	23676507	49441907	25868478	20253453	56773355	15550949	67640887	27598666	25018188	17137082
60	155.0713659	0	0	6808249	0	7133691.2	0	0	0	0	0	3856426.3	0	3883522.4	4717576.9	4646492.1	3793378.7	4626780.7	0	0	0	4304636.3	7258876.6	0	3519260.3	0	0	6345351.7	6236479.8	0	0	0	0	3821297.5	0	0	0	4361669.5	0	0	4408484.8	5094385.1	0	0	0	0	0	0	0	0	0	0
61	155.1077252	0	4370276.1	7063115.8	0	6079602.5	5799683.8	0	0	0	0	0	5478513.9	5264208.6	12592232	4213118.8	5844696.4	0	3775635.7	4359380.5	0	5018543.7	6453170	4041851	3065184.5	0	0	7330552.3	8265502.8	0	0	3618492	0	3541279.7	0	0	5108480.8	3766319.5	0	0	4941434.5	7682889.8	0	0	0	0	0	0	0	7729138.1	13254804	0
65	156.0302175	0	7562678.3	4786494.7	5564851.2	8160279.3	4387760.9	0	3967600.6	5950360.3	0	8980641	6968894.4	9558802.6	9135891.4	5390778.1	0	5212084.4	0	6952235.2	0	3891114.7	4272902	11289811	0	0	7673502.9	5670241	4990166.5	0	6807887	4346315	6153641.6	0	0	11247973	6253170.3	6491226.4	0	8293382.6	4695398.1	4670075.4	4785868.4	0	0	0	0	0	0	5954943.8	0	10794148
67	156.0665968	26596751	168329790	56809409	75268008	45981146	60652276	20268580	24579533	76652779	60012519	61026691	36028157	41901417	79975330	29891780	28545440	69332101	57965954	36361686	31836824	34250374	25043281	63557478	39057173	40172790	49132622	31870503	52366941	23965866	26459867	25737529	56675648	31054072	46554461	40531455	64256857	54716949	105260140	87579977	72118722	14476620	41589993	30059478	0	70762449	13516003	56522022	15144254	29943143	27882061	72587451
72	157.0142396	7977617.3	4746727.6	3882051.9	5256172.4	4717130.4	3731063.4	0	0	0	0	9493796.5	0	4645207.6	7130030.5	6361431.3	3756461.4	0	0	4399897.2	0	0	0	0	0	0	4880112.3	5472469.4	7300241.3	0	6336400.6	4056276.7	5989233.4	0	0	0	3974238.2	6685677.4	0	10034821	4315021.7	6521996.7	5385107.9	0	0	8957831	0	0	3771517.1	3970006.9	0	29942930
75	157.0506151	49190696	117981350	103756350	72773134	144943020	65813411	41060677	72242049	37271832	43596725	71055814	69043070	45294006	120141550	73841841	62033610	35258743	32620845	53094165	97284538	83351513	52197355	30012557	45480497	238145280	52634295	81177907	56780515	121093620	76779462	63737060	112256670	66784709	47967309	68338165	57193225	93916380	45858523	104026640	45381055	93337934	47369568	46165217	77410972	46877245	71888276	76168360	18003206	70506190	38165112	64876988
77	157.0870036	9457241.7	8840887.6	12107724	5640640.6	16777427	5746733.2	0	4532387	0	0	7425096.4	9363172.5	7023308.2	17486911	7992670.7	7418381.1	7375053.5	6755594.9	11024367	0	10566412	11344390	5646158.9	5835603.4	0	6759508.7	10222809	8558977.5	0	6892151.9	5491598	10191629	6183959.8	0	0	9980667.1	8660505.6	0	9823632.7	9958189.1	21156040	0	0	0	0	0	0	6376640.4	7056532.3	8434078.1	13382790
78	157.1233832	0	0	0	3885194.7	14796254	0	0	0	4387633	0	3730744.4	0	0	14596537	0	5351620	6464732	0	6276476.7	0	8428126.5	4461420.5	0	6184653.7	0	0	5385002.5	10506568	0	0	0	0	5381630.1	19367498	0	16478182	5785161.7	0	0	0	7447225.6	0	0	0	0	0	0	5008714.6	5799807	18006796	4447480.1
79	158.045868	13836459	27313293	12740541	9291848	11662827	5116157.3	4822185.5	5807907.2	15507713	6800929	15016788	8752274.3	8011717.7	12734363	16239296	5710728.7	7981396.3	10424162	20394039	9801085.8	9175184.8	9403689.6	9216086.6	5077839.9	0	13895178	36506721	14239372	0	44011603	10330841	16103984	25976518	13114416	0	8045463.6	17052989	11139273	11510527	11220198	18707739	13663530	0	0	9047741.4	0	0	8586657.1	7147456.4	14684669	20115136
81	158.0822467	59863965	149955570	75600974	92607298	48373861	76500927	32475691	37138009	96150035	82003732	125733560	61822588	51882608	75931972	73389561	32910707	94409398	76956548	86774592	71487047	70606843	47329100	90053088	38220426	42892168	53922892	86844154	56537910	46611019	54921132	73853835	97238626	42654592	80198314	34918949	68651430	100368490	128015730	128284130	164028460	46318932	74180564	77323833	35942901	204883580	36454931	36137045	34238115	58434611	54129023	157777260
83	159.0298792	19202022	79843916	27852159	29510329	23926213	41617952	16362997	25140021	30750321	27121558	41910249	17355327	25779853	26639216	31061973	14436192	21615802	23106287	20219967	24115129	19933136	15616648	20289160	15737151	19495075	34396038	20984774	16943965	13196873	32187607	28290165	26559372	12341303	16888379	23758649	16528391	19870854	12805550	16818326	20604084	15441974	15143827	14147174	0	15039317	17938086	0	8448835.6	17371244	0	23541339
84	159.0411171	6408495.8	6805221.6	0	0	3760711	4223237.8	13604715	4263579.4	5793911.2	4460315.8	0	0	0	5756370.1	5004210.9	3942044	7497623.8	0	4417405.3	0	0	0	0	0	0	6774100	3690459.3	0	0	0	4749694.9	0	0	0	0	0	0	0	0	5405738.2	0	0	0	0	0	0	0	0	0	0	0
86	159.0662614	76011407	159645510	111089500	150798870	110407770	81811289	55399663	63992495	72869803	86086080	94227586	116213300	95477895	88187994	88579134	66882458	69812180	76077721	105973060	74129938	73545626	79097482	86397169	91176608	93711372	93848351	86813118	86907686	55368539	82204848	82602382	86517093	64688888	51655013	69782865	94929216	81718655	95406344	96998896	83591661	82714071	48342021	47215855	23386699	38235151	55399088	52727136	52178837	86826102	27829796	58656628
87	159.0775003	0	0	9434354	8636216.3	6210164.7	8647175.5	4543236.9	3454613	9714808.9	5139062.2	5920275.8	5291094.5	5177157	5373131.6	4078139.8	4466380.1	9160681.7	3757202.5	5681858.3	0	3949656.5	5577223.9	0	4170482.1	0	8143629.4	0	5026104.3	0	4641253.5	0	0	4110002.2	0	0	8515950.4	5732049	0	0	3744799.1	5072992.7	4459226.4	0	0	0	0	0	3543530.9	5025367.8	0	7837266.1
89	159.1026528	0	4304558.2	7659597.2	3964923.7	6933672.3	7275635.2	0	3464798.5	4762064.4	4226666.3	0	5478046.2	6894768.5	7790843.1	8625662.9	0	0	4453306	9083961.5	0	7231804.2	5625923.6	0	3704225.7	0	0	0	7534375.7	0	4700989.6	4144634.8	0	0	0	0	3743042	5072616.4	0	0	6915614.2	7569539.8	0	0	0	0	0	0	0	0	12468966	0
92	160.0251343	0	0	3673541.4	0	0	0	0	0	0	0	0	0	0	4986006.4	5053290.5	0	0	0	3819984.2	0	0	0	0	3495116.1	0	0	4183605.9	0	0	0	6191120.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	160.0615182	49801175	86787720	63878678	87321496	62867886	84288489	41250519	31125754	44514392	54508130	108201920	77837194	80667475	99893284	62814327	43784919	61684198	91895394	77690565	50214993	60589231	52256189	89662903	37763019	79373380	77748327	69686710	40894699	43805151	59567335	42890981	62473821	36631813	45255125	88133890	55026384	47245252	42958066	75961395	39187559	62595534	43355658	57818714	68312342	61475996	21299506	60711167	41278332	69474126	74969662	152868720
96	160.076755	0	0	3765623.1	0	0	0	0	0	0	0	7276031.6	0	3549656.5	0	4038075.9	0	0	4271159.2	0	0	0	0	5792103.9	4538192.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3582763.6	0	0
100	161.0091545	13729119	0	0	5359894.1	0	0	0	0	0	0	0	0	0	0	0	5315704.4	0	0	4275682.5	7904513.7	0	0	0	0	0	0	0	0	0	0	5334645.4	5039257.2	0	0	0	0	4535002.3	0	0	3929313.4	0	0	0	0	0	0	0	4256277.6	0	0	9407979.1
101	161.042965	0	0	0	0	0	0	0	0	0	0	3964981.6	0	0	0	3992678	0	0	4536610.1	0	0	0	0	4326762.8	0	0	3522811.9	0	0	0	0	0	0	0	0	0	0	4231979.5	0	0	4693030.2	0	4202562.1	0	0	0	0	0	0	0	0	0
103	161.0455353	343054040	276388680	184571340	153822490	150654710	167758640	57825978	117197820	246739710	115410560	314226300	163576470	279120350	195432300	262069550	165640460	151872180	301956070	225075830	283877450	127937730	131329830	236726330	132826740	313829360	326444390	251629740	142305960	248302170	395466200	253039410	234436050	115462670	174016160	138816750	131962590	252575550	164601430	318743860	240050390	280364930	179793710	138780130	199515930	138813790	145650890	147991930	153933980	203875810	103255490	231056560
105	161.0567623	0	7222962.1	0	18278965	0	0	28254552	0	0	0	0	0	0	0	0	0	0	0	4311720.5	0	0	3801780.9	0	0	0	23113863	0	0	0	16105269	0	0	10642771	0	0	4560216.2	11925969	0	0	0	0	0	0	0	33842560	0	0	0	4334155.4	0	18167721
107	161.0819198	14659857	16128861	11916646	10674880	29188976	11286475	4805298.6	6090439.7	9414392.2	8294593.8	19201446	17951823	11718803	12157265	16377394	17096584	13118140	15518719	15756483	8136930.7	15242168	19397460	25295695	16482906	0	12626098	20344704	17678611	21956246	25330160	12222814	12862950	7957709.8	15909001	0	30986419	16076588	8207950.9	15053305	12160938	21623142	11606834	18977512	0	6467611.3	8591583	16406769	16420213	21147259	26812602	19719316
112	161.9866332	0	82941187	31436839	601270230	14449313	67338557	1546852500	86464581	40418312	1166666100	6187785.2	0	5123329.7	4272805.3	5202837.7	8469326.9	300064510	0	8558482.6	84749061	20916527	21250874	9508911.4	6547647.5	0	7647780.9	25506043	8059874.1	0	10732154	57262312	1527619300	24963734	1301718800	0	31045446	61827076	1161460400	309671280	1082460900	12340735	6454434.7	20239397	226604640	5109463000	15007627	441456310	882523490	43543030	992809220	0
115	162.023023	26988595	69372411	55069503	59872080	43156602	113102580	21944982	20607198	34172065	30837080	111022900	35368892	83367578	70765926	37747894	38290272	36686522	65567907	67617515	30156925	69553800	126322160	452471920	47399920	111734050	133282980	109518040	42711139	28248950	68727682	31105088	30023800	35968047	43373861	55750030	52672479	67509820	32629716	25097192	33150598	64461287	23321091	41617182	0	22999331	28623284	34110251	17690359	51948783	22397152	247921370
117	162.0407905	0	4627507.3	0	6362628.4	4322366.7	3538850.8	0	0	4433715.3	3779017.2	0	0	4537655	3989242.4	6769401.8	0	4973490.9	0	5257246.9	0	3972693	0	4294452.2	0	0	4915769.9	3942939.3	4718134.9	0	0	6514811.9	0	0	0	0	5232107.4	4275240.4	0	0	5846474.4	5060027.4	0	0	0	0	0	0	0	0	0	0
123	163.0248025	39881347	12883046	10479957	7911342.1	9410291	10779904	0	10394530	11636664	6915823.3	22373050	6487159.1	7992320.4	15054649	24766422	14364345	9473127.2	5512270.3	20815727	61905572	9913815.9	5665649.3	7426014.2	4445156.9	0	12001959	14672802	14644144	0	15440032	16315102	38957782	0	11314047	11302356	7185928.8	9809673.8	8700775.9	18987893	11381687	11663989	12135666	0	0	3941617.6	0	36422930	15591335	9451907.1	12035491	26761861
125	163.0400442	0	0	4417437.8	0	5207403.9	7564964.6	0	0	0	4584740.6	5503751.1	0	5947513.3	3503322.2	0	0	0	4130567.1	4714091.4	0	3792861	0	7193915	4597329.8	0	6385099.4	0	5943628.8	0	0	0	0	4208370.4	0	0	3491409.8	0	0	0	4570027.6	0	0	0	0	0	0	0	0	3690796.2	0	3676789.6
129	163.0611775	58127484	43664606	55694749	45373622	32414988	49845736	19084736	52940395	42454256	28983617	34133842	30082576	23415337	43286930	73459310	61673314	40675376	23188111	32101191	41701276	28821217	21130986	40670550	56245469	78762550	42608399	55650346	30972456	32658204	74691095	73522678	41741966	25240798	33484440	115050270	28006898	39851682	34213280	90538509	45862751	46978365	43173130	33401451	55421191	17608498	35081610	43184202	20228351	28901612	15908923	48002877
136	164.0353098	37458925	6204474.2	6365571.4	3504052.9	6758733	8904930.1	19184946	4080255.5	5670895.5	5028672.1	4979411.9	18728300	8180415.4	9393845.7	8566174.4	6758282.8	7379981.3	9159778	9313035.2	9688195.7	3517644.9	0	6113621.3	6126130.7	0	6006768.5	5461665.8	28872342	0	6030925.9	9465316.3	8823308.9	5168381.5	0	0	4622788	9739888.3	8134292.2	8109769.7	13033184	6019250.7	4758956.7	0	0	5912752.9	0	0	9748143.5	7827880.5	0	6614164.2
137	164.0386863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3705126.2	3949780.7	0	5544858.5	0	0	0	0	0	0	0	0	0	0	5624917.1	0	0	0	0	0	0	0	0	0	5658439.3	4270001.9	0	0	0	0	0	0	0	4911263.8	0	5080267.5
138	164.0564359	50785064	5548941.6	3838538.7	8827760.3	0	0	11149806	10619995	14174819	0	0	0	0	8697457.2	44969481	14647127	12030729	0	32141798	84307007	5367428.6	0	0	4433878.2	0	8807211.9	0	6580105.6	0	0	46752399	64246184	3743665.1	18055182	0	0	3697179.7	6340871.8	25886293	26566171	0	17030324	0	0	0	0	32688301	26492427	0	0	16039903
139	164.0577713	0	5807805.3	0	0	6530776.3	4022481.5	0	0	4522946.9	0	0	0	0	10705345	5502089.2	0	0	0	10276662	0	5177956.4	3603524.1	4668184.5	0	0	5983835.6	8037876.5	6112049.3	0	10143377	4951231.1	6646919.7	3810740.9	11949134	0	7018903.4	6796475.4	0	0	0	9776309.4	0	0	0	4039804.2	0	0	0	4782316.1	0	5862191.2
141	164.0716948	16948613	17992610	9636715.2	13202733	16205117	20624827	4474190.5	0	10027744	8451049.5	30719252	11340837	8067511.8	11555134	11735174	10053732	14038998	13887050	20548163	11558252	7576369.6	22074529	10256605	7000131	0	10627577	13565201	13043006	17068770	13767149	11322060	12213140	9334014	20162091	0	25373221	20683016	14013309	20632050	10311496	15193266	9069728.8	0	0	11205185	0	14353785	10367048	15392969	0	21930268
147	165.019315	13727575	48650544	16263779	32212173	34356312	25221174	11579870	12091518	17893945	7905242.3	12204847	10134610	13186752	39624883	15496232	17257550	15016581	12076703	27732297	8286389	21814939	9491761.3	9316558	7093961.8	30524462	12121772	11777571	9361278	18317713	23815278	13765900	13892437	21687335	10527335	16435586	31692673	20035800	12691970	11285728	9063594.7	6731586.1	7729417.3	20897774	0	11013018	8572765.1	0	0	12891327	26979980	18877125
148	165.0226871	0	13420671	6929426.6	6164660.4	7934855.7	8511397.3	7353757.5	0	5978664.2	8982281.7	13703582	5328065.5	8559727.1	7844162.7	6535719.7	7408269.6	6934500.2	7659574.5	6609240.5	0	4747746.5	4884872.6	6823861.2	3148265.1	0	8850203.1	3967226	6496221.2	0	8512861	5058819.5	11383540	6119806.3	0	0	6111967.8	0	0	0	3914861.9	6746537.3	0	0	0	4939216.9	0	0	3474640.8	8224734.5	0	6682764.3
152	165.0404447	2140688300	667570150	276888410	330988870	439044050	448037910	118605370	250539720	522953430	204484660	738188060	341169790	228541610	507949360	536386980	168780710	279007900	582370470	8350546700	353846240	312838580	183415200	493098470	149112510	281630310	442451750	426286880	415758550	459372040	528455750	440982700	461046850	176389470	278234240	552560570	292675520	394358000	214703650	315573470	237691480	348301810	207838170	302150570	163916260	146608690	216971830	191397130	166359510	276513260	277760650	385048640
154	165.0417731	152530830	112941930	266755930	125573450	238717910	145945360	371370550	479685320	237773520	145483060	284641050	128404090	420370350	98590255	257931170	166061230	345759900	109012390	351750400	119822300	303373750	443735200	469866990	334163900	132001640	67883687	333171490	173104860	120682250	127281480	253747880	111511870	174825310	121157250	179859130	65396412	182105330	62633373	203416280	309273170	242212840	195221210	193789350	109037290	189687090	245901110	135806480	303281360	147428840	61017607	77371072
156	165.0557072	23453807	11066088	19851675	23029637	7396944.8	6584454.4	7022326.3	6172638.4	16864625	33335412	39766871	13465819	36734120	15654284	11172464	6184559.2	15629405	8618919.4	13587441	0	5252091.8	11732314	21778662	12461482	0	11257668	11405194	11140214	0	5724453.2	13505956	5207852.5	18575391	13624528	14381305	8260056.9	12730144	16729722	19433432	11190658	10120505	7461537.3	0	0	9653009.9	7385469.6	17726858	11365586	11319048	42948100	7092124.8
157	165.0669017	0	0	4136412.4	0	0	0	0	0	0	0	0	0	4663061.7	0	6742637.3	0	4791243.2	0	0	0	0	0	0	3315571.6	0	0	0	0	0	0	5861409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	165.0768334	8010410.7	25125123	5742198.1	9906336.5	29596364	8774266	6469989.7	5613305.9	9786812.7	0	11476658	5043502.3	3826691.6	0	14003147	10751059	4595937.1	6211218.8	25114108	9525911.8	0	4867733.5	8317025.3	6339549.5	0	41444191	7701381.2	16242897	23781732	10885328	12223887	15517048	0	9789499.2	17010612	0	10071700	0	10454987	8845429.2	9582420.3	7428180.6	0	0	0	0	0	11650125	7957171.7	0	11548552
159	165.0920588	0	0	0	0	3479961.1	0	0	0	0	4329300.7	0	0	0	0	0	0	0	0	0	0	3866472.4	0	0	0	0	0	3904461.6	8298637.9	0	0	0	0	0	0	0	0	0	0	0	0	4436832.7	0	0	0	0	0	0	0	4320000.7	23978044	0
163	166.014569	14762332	28136559	18378557	13516608	21519654	20081861	0	4312967.5	12628629	12291968	22073692	12510355	4543370.9	36638876	15531261	8817996.7	19203799	7933079	29652769	13842080	22641264	16032981	6858345	4443259.6	29039681	34369746	47548598	15882688	16210419	31481952	8983838.3	11948407	7227811.2	16419287	11383004	12974192	15482491	9433290.5	24765825	13858303	13316035	5066668.4	0	32299540	7817589	0	19707630	10003198	27330537	17658580	50623328
